movie_title,language,genres,num_user_for_reviews,num_critic_for_reviews,cast_total_facebook_likes,color,country,facenumber_in_poster,content_rating,budget,title_year,duration,num_voted_users,imdb_score,aspect_ratio,actor_2_facebook_likes,movie_facebook_likes,actor_3_facebook_likes,director_facebook_likes,actor_1_facebook_likes
Mr. Peabody & Sherman,English,Adventure|Animation|Comedy|Family|Sci-Fi,135,199,15067,Color,USA,2,PG,145000000,2014,92,51275,6.9,1.85,2200,11000,1900,51,3000
Rise of the Guardians,English,Adventure|Animation|Family|Fantasy,177,260,42144,Color,USA,0,PG,145000000,2012,97,131096,7.3,1.85,6700,25000,6100,52,20000
Sahara,English,Action|Adventure|Comedy|Thriller,465,164,25752,Color,UK,3,PG-13,130000000,2005,124,80367,6,2.35,5300,1900,2600,43,12000
Ghostbusters,English,Action|Comedy|Fantasy|Sci-Fi,1681,642,14781,Color,USA,4,PG-13,144000000,2016,116,148298,5.3,2.35,2900,75000,2000,185,7300
Star Trek,English,Action|Adventure|Mystery|Sci-Fi,167,93,20615,Color,USA,7,TV-PG,200000,,50,56101,8.4,4,4100,4300,1200,,12000
Armageddon,English,Action|Adventure|Sci-Fi|Thriller,1176,166,64854,Color,USA,3,PG-13,140000000,1998,151,338231,6.6,2.35,12000,12000,8200,2200,13000
Captain America: The First Avenger,English,Action|Adventure|Sci-Fi,696,517,60374,Color,USA,1,PG-13,140000000,2011,124,548073,6.9,2.35,8500,47000,7900,404,11000
Men in Black II,English,Action|Adventure|Comedy|Family|Mystery|Sci-Fi,607,207,30396,Color,USA,2,PG-13,140000000,2002,88,280091,6.1,1.85,7900,2100,3100,196,10000
Die Another Day,English,Action|Adventure|Thriller,1189,264,26615, Black and White,UK,4,PG-13,142000000,2002,133,176512,6.1,2.35,4400,2400,3700,97,4400
Lethal Weapon 4,English,Action|Crime|Thriller,292,142,17717,Color,USA,2,R,140000000,1998,127,133084,6.6,2.35,5000,1400,2800,521,5400
Kung Fu Panda 3,English,Action|Adventure|Animation|Comedy|Family|Fantasy,168,226,75125,Color,China,0,PG,145000000,2016,95,90063,7.2,2.35,11000,25000,7200,6,24000
The Last Samurai,English,Action|Drama|History|War,939,188,17810,Color,USA,1,R,140000000,2003,154,334025,7.7,2.35,2100,10000,1400,402,11000
G.I. Joe: Retaliation,English,Action|Adventure|Sci-Fi|Thriller,290,352,49301,Color,USA,6,PG-13,130000000,2013,110,152265,5.8,2.35,13000,42000,2800,210,17000
Fun with Dick and Jane,English,Comedy|Crime,261,135,22675,Color,USA,1,PG-13,100000000,2005,90,115305,6.1,2.35,4500,2000,2400,24,8900
Exodus: Gods and Kings,English,Action|Adventure|Drama,683,318,45155,Color,UK,0,PG-13,140000000,2014,150,137434,6,2.35,6000,51000,4000,7400,23000
The BFG,English,Adventure|Family|Fantasy,201,330,7862,Color,USA,0,PG,140000000,2016,117,51164,6.4,2.35,1900,35000,1400,14000,2400
Gods of Egypt,English,Action|Adventure|Fantasy,338,202,26651,Color,USA,5,PG-13,140000000,2016,126,73810,5.5,2.35,3100,27000,2100,297,18000
Spider-Man,English,Action|Adventure,2024,294,56314,Color,USA,0,PG-13,139000000,2002,121,574596,7.3,1.85,11000,5200,7700,1300,24000
Watchmen,English,Action|Drama|Mystery|Sci-Fi,1251,456,21022,Color,USA,2,R,130000000,2009,162,410588,7.6,2.35,3300,19000,3000,2200,4100
Stealth,English,Action|Adventure|Sci-Fi|Thriller,389,144,13540,Color,USA,0,PG-13,135000000,2005,121,46662,5,2.35,3500,1400,2900,364,4300
Hulk,English,Action|Sci-Fi,1448,267,29137,Color,USA,0,PG-13,137000000,2003,138,220591,5.7,1.85,6200,3100,4400,2600,6400
The Incredible Hulk,English,Action|Adventure|Sci-Fi,654,360,21892,Color,USA,0,PG-13,150000000,2008,112,342674,6.8,2.35,3200,5600,3000,257,8800
The Twilight Saga: Breaking Dawn - Part 2,English,Adventure|Drama|Fantasy|Romance,336,323,87264,Color,USA,3,PG-13,120000000,2012,115,194460,5.5,2.35,17000,65000,12000,438,21000
Final Fantasy: The Spirits Within,English,Action|Adventure|Animation|Fantasy|Romance|Sci-Fi,788,167,24623,Color,USA,1,PG-13,137000000,2001,106,74784,6.4,1.85,3400,1800,2700,7,12000
The Revenant,English,Adventure|Drama|Thriller|Western,1285,591,62312,Color,Hong Kong,0,R,135000000,2015,156,500415,8,2.35,27000,197000,3200,4600,29000
The Croods,English,Adventure|Animation|Comedy|Family|Fantasy,198,264,48403,Color,USA,2,PG,135000000,2013,98,160163,7.2,2.35,15000,29000,13000,16,16000
The World Is Not Enough,English,Action|Adventure|Thriller,687,196,18396,Color,UK,2,PG-13,135000000,1999,128,163044,6.4,2.35,3400,2100,3300,157,3600
Rango,English,Adventure|Animation|Comedy|Family|Western,340,365,64891,Color,USA,0,PG,135000000,2011,107,194309,7.2,2.35,6000,26000,4800,575,40000
Master and Commander: The Far Side of the World,English,Action|Adventure|Drama|History|War,688,244,13496,Color,USA,1,PG-13,150000000,2003,138,175305,7.4,2.35,4800,6200,636,638,7400
Teenage Mutant Ninja Turtles: Out of the Shadows,English,Action|Adventure|Comedy|Sci-Fi,178,223,24672,Color,USA,0,PG-13,135000000,2016,112,59606,6,2.35,5100,15000,2400,16,7500
Turbo,English,Adventure|Animation|Comedy|Family|Sci-Fi|Sport,96,168,51849,Color,USA,0,PG,135000000,2013,96,66157,6.5,2.35,8500,13000,7500,13,16000
Happy Feet Two,English,Animation|Comedy|Family|Musical,81,155,76893,Color,Australia,0,PG,135000000,2011,100,34323,5.9,2.35,12000,8500,5100,774,49000
Miami Vice,English,Action|Crime|Drama|Mystery|Thriller,76,20,10956,Color,USA,2,TV-14,1500000,,48,17875,7.5,1.33,1000,2300,345,,9200
War of the Worlds,English,Adventure|Sci-Fi|Thriller,2749,401,28160,Color,USA,0,PG-13,132000000,2005,116,351639,6.5,1.85,6900,4800,5900,14000,11000
The Hunger Games: Catching Fire,English,Action|Adventure|Mystery|Sci-Fi|Thriller,713,514,77594,Color,USA,1,PG-13,130000000,2013,146,526088,7.6,2.35,14000,82000,7300,508,34000
Penguins of Madagascar,English,Adventure|Animation|Comedy|Family|Sci-Fi,121,156,38011,Color,USA,0,PG,132000000,2014,92,64798,6.7,1.85,8800,11000,4600,39,19000
Harry Potter and the Prisoner of Azkaban,English,Adventure|Family|Fantasy|Mystery,1515,279,35288,Color,UK,3,PG,130000000,2004,142,415571,7.8,2.35,10000,12000,10000,2100,11000
The Bourne Ultimatum,English,Action|Mystery|Thriller,836,329,25869,Color,USA,1,PG-13,110000000,2007,115,526259,8.1,2.35,3200,8000,2600,535,14000
Kung Fu Panda,English,Action|Adventure|Animation|Comedy|Family,365,264,53975,Color,USA,0,PG,130000000,2008,92,330195,7.6,2.35,8200,6100,7200,57,11000
Ant-Man,English,Action|Adventure|Comedy|Sci-Fi,571,531,26233,Color,USA,6,PG-13,130000000,2015,117,369806,7.3,1.85,4400,62000,2500,238,4800
Home,English,Adventure|Animation|Comedy|Family|Fantasy|Sci-Fi,220,169,29814,Color,USA,0,PG,135000000,2015,94,77561,6.7,1.85,6600,27000,3600,13,17000
Puss in Boots,English,Action|Adventure|Animation|Comedy|Family|Fantasy,138,246,29772,Color,USA,0,PG,130000000,2011,90,120312,6.7,2.35,7300,16000,5700,50,7700
Megamind,English,Action|Animation|Comedy|Family|Sci-Fi,195,233,55829,Color,USA,3,PG,130000000,2010,95,184119,7.3,2.35,12000,13000,8000,105,24000
Bad Boys II,English,Action|Comedy|Crime|Thriller,514,95,24804,Color,USA,1,R,130000000,2003,147,187151,6.6,2.35,3900,3300,2600,2200,10000
Rio 2,English,Adventure|Animation|Comedy|Family|Musical,102,163,20825,Color,USA,0,G,103000000,2014,101,63081,6.4,2.35,3300,9400,2900,110,6100
Salt,English,Action|Crime|Mystery|Thriller,515,329,21931,Color,USA,1,PG-13,110000000,2010,100,255985,6.4,2.35,4000,23000,3600,180,11000
Noah,English,Action|Adventure|Drama,1259,438,56832,Color,USA,2,PG-13,125000000,2014,138,209860,5.8,1.85,9200,71000,8000,4500,12000
The Adventures of Tintin,English,Action|Adventure|Animation|Family|Mystery,448,445,27671,Color,USA,1,PG,135000000,2011,107,184993,7.4,2.35,4400,44000,3900,14000,8500
After Earth,English,Action|Adventure|Sci-Fi,756,353,20379,Color,USA,0,PG-13,130000000,2013,100,166641,4.9,2.35,5300,37000,1100,3100,10000
R.I.P.D.,English,Action|Comedy|Fantasy,219,205,47455,Color,USA,2,PG-13,130000000,2013,96,96826,5.6,2.35,12000,20000,7200,126,16000
Australia,English,Adventure|Drama|Romance|War,451,245,978,Color,UK,0,PG-13,130000000,2008,165,106181,6.6,2.35,302,5900,167,1000,335
The Twilight Saga: Breaking Dawn - Part 2,English,Adventure|Drama|Fantasy|Romance,336,323,87264,Color,USA,3,PG-13,120000000,2012,115,194460,5.5,2.35,17000,65000,12000,438,21000
Dinosaur,English,Adventure|Animation|Family|Thriller,242,144,9862,Color,USA,0,PG,127500000,2000,82,41062,6.5,1.85,2300,1700,1600,0,3900
Night at the Museum: Secret of the Tomb,English,Adventure|Comedy|Family|Fantasy,129,156,81949,Color,UK,8,PG,127000000,2014,98,75015,6.2,1.85,5700,11000,3600,206,49000
Logan,English,Action|Drama|Sci-Fi|Thriller,981,530,27984,Color,USA,0,R,97000000,2017,137,282250,8.3,2.35,3600,63000,773,466,20000
Harry Potter and the Deathly Hallows: Part II,English,Action|Fantasy,2,1,13666,Color,UK,1,,,2011,,434,7.3,,2600,50,577,0,10000
Harry Potter and the Sorcerer's Stone,English,Adventure|Family|Fantasy,1586,268,32622,Color,UK,6,PG,125000000,2001,152,484749,7.5,2.35,6900,18000,5500,4900,11000
The Hunger Games: Mockingjay - Part 1,English,Action|Adventure|Sci-Fi|Thriller,598,419,125755,Color,USA,1,PG-13,125000000,2014,123,332352,6.7,2.35,22000,53000,14000,508,34000
Pirates of the Caribbean: The Curse of the Black Pearl,English,Action|Adventure|Fantasy,2136,278,60538,Color,USA,2,PG-13,140000000,2003,143,863270,8,2.35,7700,11000,5000,575,40000
The Da Vinci Code,English,Mystery|Thriller,1976,305,35530,Color,USA,2,PG-13,125000000,2006,149,338544,6.6,2.35,6300,6700,4800,2300,15000
Harry Potter and the Deathly Hallows: Part I,English,Fantasy,2,4,17428,Color,UK,1,,,2010,,306,6.2,,2600,22,2100,0,10000
X-Men 2,English,Action|Adventure|Fantasy|Sci-Fi|Thriller,1069,292,53963,Color,Canada,4,PG-13,110000000,2003,134,432017,7.5,2.35,6300,3800,4300,2300,20000
Fast Five,English,Action|Crime|Thriller,380,353,74867,Color,USA,3,PG-13,125000000,2011,131,301184,7.3,2.35,14000,54000,13000,691,23000
Sherlock Holmes: A Game of Shadows,English,Action|Adventure|Crime|Mystery|Thriller,409,385,45361,Color,USA,2,PG-13,125000000,2011,129,357763,7.5,2.35,8300,40000,6100,2900,21000
Teenage Mutant Ninja Turtles,English,Action|Adventure|Comedy|Sci-Fi,510,354,24356,Color,USA,0,PG-13,125000000,2014,101,178645,5.9,2.35,6000,62000,2300,476,7500
Clash of the Titans,English,Action|Adventure|Fantasy,638,344,53608,Color,USA,0,PG-13,125000000,2010,106,238361,5.8,2.35,8700,15000,7100,257,14000
The Day After Tomorrow,English,Action|Adventure|Sci-Fi|Thriller,1164,237,24803,Color,USA,0,PG-13,125000000,2004,124,350686,6.4,2.35,2800,20000,2000,788,15000
Trolls,English,Adventure|Animation|Comedy|Family|Fantasy|Musical,115,164,39966,Color,USA,0,PG,125000000,2016,92,39010,6.5,2.35,10000,13000,3200,88,11000
Shin Godzilla,Japanese,Action|Adventure|Drama|Horror|Sci-Fi,85,118,55,Color,Japan,0,Not Rated,,2016,120,8502,6.9,2.35,11,7100,5,31,24
The Bourne Legacy,English,Action|Adventure|Mystery|Romance|Thriller,519,441,28276,Color,USA,0,PG-13,125000000,2012,135,245597,6.7,2.35,8800,31000,5300,218,10000
Prometheus,English,Adventure|Mystery|Sci-Fi,2385,790,42975,Color,USA,0,R,130000000,2012,124,487876,7,2.35,9100,99000,8500,7400,13000
Batman & Robin,English,Action|Fantasy|Sci-Fi,1038,183,26970,Color,USA,3,PG-13,125000000,1997,125,198486,3.7,1.85,7900,6000,3100,558,9500
Total Recall,English,Action|Sci-Fi|Thriller,407,205,14690,Color,USA,0,R,65000000,1990,113,252605,7.5,1.85,2300,9000,1500,759,7900
Assassin's Creed,English,Action|Adventure|Drama|Fantasy|Sci-Fi,472,291,30583,Color,UK,0,PG-13,125000000,2016,115,114455,5.9,2.35,9200,64000,3400,63,13000
Monster Trucks,English,Action|Adventure|Comedy|Family|Fantasy|Sci-Fi,54,93,11103,Color,USA,1,PG,125000000,2016,104,7204,5.7,2.35,2100,4100,1700,81,2200
The 13th Warrior,English,Action|Adventure|History,554,87,12071,Color,USA,1,R,160000000,1999,102,104269,6.6,2.35,4500,4700,859,467,5700
How the Grinch Stole Christmas,English,Comedy|Family|Fantasy,489,177,20010,Color,USA,0,PG,123000000,2000,104,153004,6,1.85,3200,9400,2500,2300,8900
Mission: Impossible II,English,Action|Adventure|Thriller,1429,234,22279,Color,USA,0,PG-13,125000000,2000,123,255595,6.1,2.35,2500,2700,2400,628,11000
Jason Bourne,English,Action|Thriller,568,377,31452,Color,UK,1,PG-13,120000000,2016,123,151786,6.7,2.35,7900,42000,3300,535,14000
The Perfect Storm,English,Action|Adventure|Drama|Thriller,781,228,36602,Color,USA,0,PG-13,140000000,2000,130,137562,6.4,2.35,8900,3800,6000,257,9500
Fantastic 4: Rise of the Silver Surfer,English,Action|Adventure|Fantasy|Sci-Fi|Thriller,443,261,32726,Color,USA,4,PG,130000000,2007,92,220412,5.6,2.35,5400,1900,3500,174,11000
Ghost Rider,English,Action|Fantasy|Thriller,685,276,18895,Color,USA,1,PG-13,110000000,2007,114,190815,5.2,2.35,2600,4700,1200,175,13000
Life of Pi,English,Adventure|Drama|Fantasy,764,556,5183,Color,USA,0,PG,120000000,2012,127,471582,7.9,1.85,1500,123000,778,2600,1500
Charlie's Angels: Full Throttle,English,Action|Adventure|Comedy|Crime,557,102,35353,Color,USA,0,PG-13,120000000,2003,106,104417,4.8,2.35,4900,1200,4300,379,7500
Oblivion,English,Action|Adventure|Mystery|Sci-Fi,909,547,33706,Color,USA,0,PG-13,120000000,2013,124,410492,7,2.35,11000,71000,3200,368,11000
Elysium,English,Action|Drama|Sci-Fi|Thriller,832,486,35132,Color,USA,0,R,115000000,2013,109,359269,6.6,2.35,6500,61000,6000,686,14000
Stuart Little 2,English,Adventure|Animation|Comedy|Family|Fantasy,73,71,18365,Color,USA,0,PG,120000000,2002,77,39305,5.4,1.85,3600,472,2500,51,5200
Power Rangers,English,Action|Adventure|Sci-Fi,210,232,14990,Color,USA,0,PG-13,100000000,2017,124,27998,6.8,2.35,4600,17000,1400,45,7100
RoboCop,English,Action|Crime|Sci-Fi|Thriller,452,254,10937,Color,USA,0,R,13000000,1987,102,191905,7.5,1.85,2400,10000,1300,759,3300
The Chronicles of Riddick,English,Action|Adventure|Sci-Fi|Thriller,669,207,32185,Color,USA,0,PG-13,105000000,2004,119,191151,6.7,2.35,6300,4800,3300,129,14000
Speed Racer,English,Action|Family|Sci-Fi|Sport,416,284,7516,Color,USA,0,PG,120000000,2008,135,60064,6,2.35,2600,1900,1400,1100,2600
Fantastic Four,English,Action|Adventure|Sci-Fi,727,397,16991,Color,USA,3,PG-13,120000000,2015,100,122004,4.3,2.35,3300,42000,2700,134,3800
The Island,English,Action|Adventure|Romance|Sci-Fi|Thriller,903,257,56966,Color,USA,1,PG-13,126000000,2005,136,272447,6.9,2.35,12000,8600,8200,2200,19000
How Do You Know,English,Comedy|Drama|Romance,196,166,26259,Color,USA,4,PG-13,120000000,2010,121,36587,5.4,1.85,4800,4900,3900,305,8500
Knight and Day,English,Action|Comedy|Romance,357,286,39113,Color,USA,1,PG-13,117000000,2010,109,155097,6.3,2.35,7900,11000,4900,466,11000
Star Wars: Episode I - The Phantom Menace,English,Action|Adventure|Fantasy|Sci-Fi,3623,328,47356,Color,USA,4,PG,115000000,1999,136,573037,6.5,2.35,14000,14000,6400,3000,20000
Star Wars: Episode III - Revenge of the Sith,English,Action|Adventure|Fantasy|Sci-Fi,3312,363,59302,Color,USA,5,PG-13,113000000,2005,140,558645,7.6,2.35,16000,10000,7500,3000,20000
Star Wars: Episode II - Attack of the Clones,English,Action|Adventure|Fantasy|Sci-Fi,3537,295,62105,Color,USA,3,PG,115000000,2002,142,499823,6.6,1.78,16000,8300,7500,3000,20000
"Monsters, Inc.",English,Adventure|Animation|Comedy|Family|Fantasy,600,252,22145,Color,USA,0,G,115000000,2001,92,634812,8.1,1.85,3300,8400,1400,1700,12000
Dante's Peak,English,Action|Adventure|Thriller,278,94,6654,Color,USA,1,PG-13,116000000,1997,108,65718,5.9,2.35,1500,1900,650,83,3400
The Huntsman: Winter's War,English,Action|Adventure|Drama|Fantasy,172,274,59158,Color,USA,2,PG-13,115000000,2016,114,66985,6.1,2.35,11000,17000,9100,23,26000
The Wolverine,English,Action|Adventure|Sci-Fi|Thriller,550,456,33339,Color,USA,1,PG-13,120000000,2013,126,355898,6.7,2.35,4400,68000,3600,466,20000
Windtalkers,English,Action|Drama|War,457,151,31000,Color,USA,0,R,115000000,2002,134,58145,6,2.35,6600,2900,2600,628,13000
Gulliver's Travels,English,Adventure|Comedy|Family|Fantasy,122,182,22455,Color,USA,1,PG,112000000,2010,85,55413,4.9,2.35,4700,6900,3400,11,5700
Night at the Museum,English,Adventure|Comedy|Family|Fantasy,448,177,71740,Color,USA,2,PG,110000000,2006,108,251661,6.4,1.85,5700,3100,3500,206,49000
Gravity,English,Drama|Sci-Fi|Thriller,1917,749,21187,Color,UK,0,PG-13,100000000,2013,91,622687,7.8,2.35,8700,148000,2900,2100,9500
Mr. & Mrs. Smith,English,Action|Comedy|Crime|Romance|Thriller,805,231,39843,Color,USA,2,PG-13,120000000,2005,120,370883,6.5,2.35,11000,6500,3500,222,12000
San Andreas,English,Action|Adventure|Drama|Thriller,517,369,36630,Color,USA,0,PG-13,110000000,2015,114,161790,6.1,2.35,5900,53000,4400,64,13000
Live Free or Die Hard,English,Action|Adventure|Thriller,789,354,41477,Color,USA,1,PG-13,110000000,2007,128,347779,7.2,2.35,6500,5800,6000,242,13000
Insurgent,English,Adventure|Sci-Fi|Thriller,271,272,40913,Color,USA,0,PG-13,110000000,2015,119,172267,6.3,2.35,8200,28000,5100,126,14000
The Smurfs,English,Adventure|Animation|Comedy|Family|Fantasy,155,176,16501,Color,USA,3,PG,110000000,2011,103,70267,5.5,1.78,5100,31000,1700,76,7400
Ocean's Twelve,English,Crime|Thriller,634,196,38853,Color,USA,0,PG-13,110000000,2004,125,300177,6.5,2.35,9500,2700,8100,1500,12000
Tomorrow Never Dies,English,Action|Adventure|Thriller,334,160,13771,Color,UK,3,PG-13,110000000,1997,119,155337,6.5,2.35,3300,2200,1700,61,3400
The Patriot,English,Action|Drama|History|War,1153,191,30402,Color,USA,1,R,110000000,2000,165,217835,7.1,2.35,5400,4300,2500,788,13000
300: Rise of an Empire,English,Action|Drama|Fantasy|War,534,368,21316,Color,USA,0,R,110000000,2014,102,238128,6.2,2.35,5500,71000,2400,263,6100
Passengers,English,Adventure|Drama|Romance|Sci-Fi,739,366,45425,Color,USA,1,PG-13,110000000,2016,116,195213,7,2.35,3100,38000,2600,90,34000
The Aviator,English,Biography|Drama|History,808,266,64096, Black and White,Germany,1,PG-13,110000000,2004,170,279071,7.5,2.35,7600,6900,6200,17000,29000
The Green Hornet,English,Action|Comedy|Crime|Sci-Fi|Thriller,445,446,38145,Color,USA,0,PG-13,120000000,2011,119,140401,5.8,2.35,9200,14000,5100,1000,11000
Miss Peregrine's Home for Peculiar Children,English,Adventure|Drama|Family|Fantasy,305,295,28490,Color,UK,5,PG-13,110000000,2016,127,101558,6.7,1.85,6100,58000,3500,13000,7500
Real Steel,English,Action|Drama|Family|Sci-Fi|Sport,437,329,36460,Color,USA,1,PG-13,110000000,2011,127,264668,7.1,2.35,4400,36000,2900,206,20000
The Smurfs 2,English,Adventure|Animation|Comedy|Family|Fantasy,61,126,13388,Color,USA,3,PG,105000000,2013,105,29507,5.4,1.85,1700,7100,1700,76,7400
The A-Team,English,Action|Adventure|Comedy|Crime|Thriller,365,315,41504,Color,USA,3,PG-13,110000000,2010,117,219251,6.8,2.35,14000,21000,4300,251,14000
Allegiant,English,Action|Adventure|Mystery|Sci-Fi|Thriller,179,199,35211,Color,USA,3,PG-13,110000000,2016,120,70780,5.7,2.35,6000,13000,5100,126,8200
The Taking of Pelham 123,English,Action|Crime|Thriller,290,268,38131,Color,USA,1,R,100000000,2009,106,157940,6.4,2.35,8000,4500,4600,12000,19000
Ender's Game,English,Action|Sci-Fi,571,331,30091,Color,USA,6,PG-13,110000000,2013,114,194372,6.7,2.35,4100,123000,3500,163,11000
Home on the Range,English,Animation|Comedy|Family|Music|Western,89,103,19193,Color,USA,0,PG,110000000,2004,76,14767,5.4,1.78,3300,322,2200,6,12000
Speed 2: Cruise Control,English,Action|Adventure|Crime|Romance|Thriller,254,81,14736,Color,USA,0,PG-13,160000000,1997,121,63128,3.7,2.35,3900,971,678,109,8700
Kingdom of Heaven,English,Action|Adventure|Drama|History|War,946,239,31919,Color,USA,1,R,130000000,2005,144,228705,7.2,2.35,5000,9900,3100,7400,14000
Ghost in the Shell,English,Action|Crime|Drama|Mystery|Sci-Fi|Thriller,582,341,25148,Color,USA,1,PG-13,110000000,2017,107,63679,6.7,1.85,1900,30000,1800,317,19000
Around the World in 80 Days,English,Action|Adventure|Comedy|Family,191,188,9950,Color,USA,0,PG,110000000,2004,120,72254,5.8,2.35,1000,1300,1000,155,6700
The Lord of the Rings: The Fellowship of the Ring,English,Adventure|Drama|Fantasy,5092,302,39763,Color,New Zealand,4,PG-13,93000000,2001,178,1322056,8.8,2.35,6400,22000,6200,7900,16000
The Cat in the Hat,English,Adventure|Comedy|Family|Fantasy,469,110,16808,Color,USA,1,PG,109000000,2003,82,38441,3.8,1.85,3300,1000,2400,35,6900
Ali,English,Biography|Drama|Sport,392,175,24135, Black and White,USA,1,R,107000000,2001,157,82081,6.8,2.35,2900,3200,2700,1200,10000
The Martian,English,Adventure|Drama|Sci-Fi,1085,597,45402,Color,USA,1,PG-13,108000000,2015,144,557125,8,2.35,6400,159000,5400,7400,14000
Stuart Little,English,Adventure|Comedy|Family|Fantasy,182,100,18672,Color,Germany,0,PG,133000000,1999,84,100912,5.9,1.85,3600,1500,2500,51,5200
"I, Robot",English,Action|Crime|Drama|Mystery|Sci-Fi|Thriller,797,225,21358,Color,USA,1,PG-13,120000000,2004,115,413317,7.1,2.35,4700,5700,2400,297,10000
The Princess and the Frog,English,Adventure|Animation|Comedy|Family|Fantasy|Musical|Romance,220,229,13696,Color,USA,0,G,105000000,2009,97,95580,7.1,1.85,2700,5200,2600,90,3300
